,Unnamed: 0,speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,populationTrend,useAndTrade,europeanRegionalRedListCategory
1830,5894,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Euomphalia,strigella,Yes,Stable,not utilized,LC
1539,5179,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Ischnomera,caerulea,No,Stable,not utilized,LC
2,77,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,comta,No,Decreasing,not utilized,EN
1019,4001,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANARHICHADIDAE,Anarhichas,denticulatus,No,Decreasing,utilized,EN
401,1927,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Melitta,dimidiata,No,Decreasing,not utilized,NT
694,2908,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Brachytrupes,megacephalus,No,Decreasing,not utilized,VU
1857,5987,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Monacha,ovularis,Yes,Stable,not utilized,NT
583,2717,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,ebneri,Yes,Decreasing,not utilized,CR
1134,4245,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Sparus,aurata,No,Stable,utilized,LC
1358,4801,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pachytodes,erraticus,No,Stable,not utilized,LC
1709,5601,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Allognathus,pyrenaicus,Yes,Stable,not utilized,NT
1743,5689,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,lucorum,No,Stable,utilized,LC
1038,4027,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Scartella,cristata,No,Stable,not utilized,LC
233,960,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,symphyti,No,Decreasing,not utilized,NT
1843,5924,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Hygromia,cinctella,Yes,Stable,not utilized,LC
1385,4854,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Rhagium,mordax,No,Stable,utilized,LC
391,1906,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Dasypoda,argentata,No,Decreasing,not utilized,NT
1000,3890,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Myctophum,punctatum,No,Stable,not utilized,LC
1362,4805,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Paracorymbia,pallens,No,Stable,utilized,LC
1355,4798,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pachyta,lamed,No,Decreasing,utilized,VU
1063,4112,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobius,cruentatus,No,Stable,utilized,LC
17,213,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,maderensis,Yes,Stable,not utilized,LC
1073,4131,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Odondebuenia,balearica,Yes,Stable,not utilized,LC
1335,4773,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Leptura,quadrifasciata,No,Stable,utilized,LC
685,2888,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Stenohippus,mundus,No,Decreasing,not utilized,NT
1066,4118,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobius,paganellus,No,Stable,not utilized,LC
529,2588,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Arcyptera,fusca,No,Decreasing,not utilized,LC
204,911,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,nobilis,No,Stable,not utilized,LC
1162,4402,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,braueri,No,Stable,not utilized,LC
1671,5467,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Chondrula,tricuspidata,Yes,Stable,not utilized,LC
1891,6075,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,ferreri,Yes,Stable,not utilized,NT
902,3485,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parapholidoptera,signata,No,Decreasing,not utilized,EN
834,3338,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Calliphona,alluaudi,Yes,Decreasing,not utilized,EN
919,3512,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pholidoptera,macedonica,Yes,Stable,not utilized,LC
979,3831,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Diplecogaster,bimaculata,Yes,Stable,not utilized,LC
373,1454,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Sphecodes,rubicundus,No,Decreasing,not utilized,NT
1171,4438,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chauliodus,sloani,No,Stable,not utilized,LC
1267,4663,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Akimerus,schaefferi,No,Decreasing,utilized,EN
1747,5695,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,secernenda,Yes,Stable,not utilized,LC
227,952,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,signata,Yes,Stable,not utilized,LC
1672,5468,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Chondrula,tridens,No,Decreasing,not utilized,NT
1247,4613,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,spinax,No,Stable,not utilized,NT
193,893,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,linsenmaieri,No,Stable,not utilized,LC
601,2738,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Notostaurus,albicornis,No,Stable,not utilized,LC
1944,6195,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orcula,zilchi,No,Stable,not utilized,VU
1561,5223,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Corticeus,longulus,No,Decreasing,not utilized,LC
1948,6221,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Pupilla,muscorum,Yes,Decreasing,not utilized,LC
12,192,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,lagopus,No,Stable,not utilized,LC
1835,5908,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Helicella,orzai,Yes,Stable,not utilized,NT
483,2259,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,pannonica,Yes,Stable,not utilized,LC
1673,5470,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Chondrus,tournefortianus,Yes,Stable,not utilized,LC
1953,6241,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Oestophorella,buvinieri,Yes,Stable,not utilized,LC
1573,5261,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Mycetochara,flavipes,No,Decreasing,utilized,LC
1635,5395,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,bergomensis,Yes,Stable,not utilized,NT
1441,4944,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CETONIIDAE,Protaetia,cuprina,No,Stable,utilized,LC
1781,5770,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Tacheocampylaea,raspailii,Yes,Decreasing,not utilized,VU
777,3147,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Phaneroptera,sparsa,No,Stable,not utilized,LC
1298,4706,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Cerambyx,nodulosus,No,Decreasing,utilized,NT
458,2090,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Anisus,spirorbis,No,Stable,not utilized,LC
230,957,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,striata,No,Stable,not utilized,LC
1644,5411,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,ripkeni,Yes,Stable,not utilized,NT
84,593,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,hyperboreus,No,Decreasing,not utilized,VU
1685,5518,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Multidentula,squalina,Yes,Stable,not utilized,LC
1387,4856,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Rhamnusium,bicolor,No,Decreasing,utilized,NT
1121,4212,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Orcynopsis,unicolor,No,Decreasing,utilized,VU
1176,4470,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,acus,No,Decreasing,utilized,LC
1101,4182,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Symphodus,ocellatus,Yes,Stable,utilized,LC
289,1186,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,confusus,No,Stable,not utilized,LC
1604,5353,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,canestrinii,Yes,Stable,not utilized,VU
1666,5456,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Brephulopsis,bidens,Yes,Stable,not utilized,LC
600,2737,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Myrmeleotettix,pallidus,No,Stable,not utilized,NT
839,3347,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Conocephalus,concolor,No,Decreasing,not utilized,EN
809,3286,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Tetrix,subulata,No,Increasing,not utilized,LC
961,3664,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Muraena,augusti,No,Stable,utilized,LC
1728,5666,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Codringtonia,eucineta,Yes,Decreasing,not utilized,VU
414,1949,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Huso,huso,No,Decreasing,utilized,CR
1606,5356,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,tergestinum,Yes,Stable,not utilized,LC
1189,4518,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,lewini,No,Decreasing,utilized,DD
228,953,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,similis,Yes,Decreasing,not utilized,LC
136,654,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,mocsaryi,No,Stable,not utilized,LC
740,3071,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Ancistrura,nigrovittata,Yes,Decreasing,not utilized,LC
1018,3985,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OSMERIDAE,Mallotus,villosus,No,Stable,utilized,LC
886,3454,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Metrioptera,karnyana,Yes,Decreasing,not utilized,DD
120,635,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,vestalis,No,Increasing,not utilized,LC
479,2232,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Belgrandiella,wawrai,Yes,Decreasing,not utilized,EN
755,3097,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Isophya,harzi,Yes,Decreasing,not utilized,CR
431,2010,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,Dreissena,bugensis,No,Increasing,not utilized,LC
377,1513,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Coelioxys,argentea,No,Stable,not utilized,LC
520,2570,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Acanthacris,ruficornis,No,Increasing,not utilized,LC
976,3799,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Macrourus,berglax,No,Decreasing,utilized,LC
5,134,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,forsterella,No,Stable,not utilized,LC
1825,5884,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Discula,polymorpha,Yes,Stable,utilized,LC
1735,5673,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Cornu,mazzullii,Yes,Decreasing,utilized,EN
1,10,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,albopunctata,No,Decreasing,not utilized,LC
1008,3904,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,NOTACANTHIDAE,Notacanthus,bonaparte,No,Stable,not utilized,LC
1400,4880,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenocorus,meridianus,No,Stable,not utilized,LC
1005,3895,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Notoscopelus,resplendens,No,Stable,not utilized,LC
1763,5727,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,perraudierei,Yes,Stable,not utilized,LC
802,3222,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PYRGOMORPHIDAE,Pyrgomorpha,conica,No,Decreasing,not utilized,LC
259,1036,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,floralis,No,Decreasing,not utilized,VU
1254,4632,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ANOBIIDAE,Xyletinus,tremulicola,Yes,Decreasing,utilized,NT
182,864,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,glaucopis,No,Stable,not utilized,LC
1244,4609,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,brucus,No,Decreasing,utilized,EN
1332,4770,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Leptura,aethiops,No,Stable,not utilized,LC
503,2449,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Plagigeyeria,montenigrina,Yes,Decreasing,not utilized,CR
687,2892,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Tropidopola,longicornis,No,Decreasing,not utilized,EN
895,3467,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Montana,montana,No,Decreasing,not utilized,LC
1328,4759,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Icosium,tomentosum,No,Increasing,utilized,LC
641,2804,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Platypygius,crassus,Yes,Decreasing,not utilized,EN
1486,5079,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Dacne,pontica,No,Stable,utilized,LC
854,3376,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Decticus,loudoni,Yes,Decreasing,not utilized,VU
9,163,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,hattorfiana,No,Decreasing,not utilized,NT
4,128,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,flavipes,No,Increasing,not utilized,LC
1545,5189,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Nacerdes,melanura,No,Increasing,not utilized,LC
71,578,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,campestris,No,Stable,not utilized,LC
138,656,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,nigroaenea,No,Stable,not utilized,LC
1473,5037,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Crepidophorus,mutilatus,Yes,Decreasing,utilized,NT
1192,4521,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,No,Decreasing,utilized,VU
44,425,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Melitturga,clavicornis,No,Decreasing,not utilized,NT
1097,4178,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Symphodus,doderleini,Yes,Stable,utilized,LC
1081,4142,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Ponticola,platyrostris,Yes,Stable,utilized,LC
852,3374,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Decticus,albifrons,No,Increasing,not utilized,LC
69,576,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,bohemicus,No,Stable,not utilized,LC
47,443,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Panurgus,calcaratus,No,Stable,not utilized,LC
6,142,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,fulvida,No,Decreasing,not utilized,NT
1650,5418,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Rupestrella,homala,Yes,Stable,not utilized,VU
129,645,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,chrysomalla,No,Stable,not utilized,LC
304,1225,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,scabiosae,No,Stable,not utilized,LC
1377,4827,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Poecilium,pusillum,No,Stable,utilized,LC
907,3495,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,nigromarginata,Yes,Decreasing,not utilized,CR
1496,5109,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Hylis,cariniceps,Yes,Stable,utilized,LC
749,3085,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Isophya,brevicauda,Yes,Stable,not utilized,LC
1641,5406,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,lusitanica,Yes,Stable,not utilized,LC
1242,4603,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,calcea,No,Increasing,utilized,EN
254,1026,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,chengtehensis,No,Decreasing,not utilized,VU
741,3072,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Andreiniimon,nuptialis,Yes,Decreasing,not utilized,VU
1748,5697,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,vladica,Yes,Stable,not utilized,LC
1051,4072,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,DRACONETTIDAE,Centrodraco,acanthopoma,No,Stable,not utilized,LC
110,623,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,ruderatus,No,Decreasing,not utilized,LC
1992,6311,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,christinae,Yes,Stable,not utilized,NT
837,3341,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Calliphona,palmensis,Yes,Decreasing,not utilized,EN
719,3019,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Acinipe,hesperica,No,Decreasing,not utilized,EN
849,3366,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ctenodecticus,pupulus,Yes,Stable,not utilized,LC
544,2627,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chorthippus,corsicus,Yes,Decreasing,not utilized,NT
926,3532,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Psalmatophanes,barretoi,Yes,Decreasing,not utilized,VU
778,3148,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Phaneroptera,spinosa,No,Stable,not utilized,LC
1621,5375,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Argna,valsabina,Yes,Decreasing,not utilized,VU
1866,6013,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Ponentina,subvirescens,Yes,Stable,not utilized,LC
1563,5227,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Corticeus,suturalis,No,Decreasing,not utilized,NT
959,3638,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Zeuneriana,marmorata,Yes,Decreasing,not utilized,EN
1049,4070,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CORYPHAENIDAE,Coryphaena,equiselis,No,Stable,utilized,LC
723,3030,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Asiotmethis,limbatus,Yes,Decreasing,not utilized,VU
1118,4209,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Auxis,rochei,No,Stable,utilized,LC
1297,4705,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Cerambyx,miles,No,Decreasing,utilized,NT
310,1231,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,smaragdulus,No,Stable,not utilized,LC
1003,3893,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Notoscopelus,bolini,No,Stable,not utilized,LC
1224,4579,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,clavata,No,Stable,utilized,NT
